kind,layout,R,T,n,rows,repeats,avg_ns,avg_ms,ratio_vs_old_t1,ratio_vs_old_T,max_abs,max_rel
matrix,no_pack,1,1,11008,2048,3,120068515,120.069,2.798,2.798,0,0
matrix,no_pack,1,2,11008,2048,3,160487477,160.487,3.739,2.039,0,0
matrix,no_pack,1,4,11008,2048,3,109849291,109.849,2.560,0.697,0,0
matrix,no_pack,1,8,11008,2048,3,203908686,203.909,4.751,0.645,0,0
matrix,no_pack,2,1,11008,2048,3,81748405,81.748,1.905,1.905,0,0
matrix,no_pack,2,2,11008,2048,3,94441315,94.441,2.201,1.200,0,0
matrix,no_pack,2,4,11008,2048,3,117396483,117.396,2.735,0.745,0,0
matrix,no_pack,2,8,11008,2048,3,179587036,179.587,4.184,0.568,0,0
matrix,no_pack,4,1,11008,2048,3,77830403,77.830,1.813,1.813,0,0
matrix,no_pack,4,2,11008,2048,3,89778524,89.779,2.092,1.141,0,0
matrix,no_pack,4,4,11008,2048,3,108724403,108.724,2.533,0.690,0,0
matrix,no_pack,4,8,11008,2048,3,150389267,150.389,3.504,0.476,0,0
matrix,no_pack,8,1,11008,2048,3,80275089,80.275,1.870,1.870,0,0
matrix,no_pack,8,2,11008,2048,3,91580296,91.580,2.134,1.163,0,0
matrix,no_pack,8,4,11008,2048,3,102632848,102.633,2.391,0.651,0,0
matrix,no_pack,8,8,11008,2048,3,133849422,133.849,3.119,0.423,0,0
matrix,no_pack,16,1,11008,2048,3,77413115,77.413,1.804,1.804,0,0
matrix,no_pack,16,2,11008,2048,3,90435973,90.436,2.107,1.149,0,0
matrix,no_pack,16,4,11008,2048,3,98886053,98.886,2.304,0.628,0,0
matrix,no_pack,16,8,11008,2048,3,125616443,125.616,2.927,0.397,0,0
kind,layout,R,T,n,rows,repeats,C_pack_rhs_ns,C_pack_weight_once_ns,C_kernel_ns,C_total_ns,C_total_ms,ratio_vs_old_t1,ratio_vs_old_T,max_abs,max_rel
layout,Layout0_no_packing,1,4,11008,2048,3,0,0,119984703,119984703,119.985,2.796,0.761,0,0
layout,Layout1_packed_rhs,1,4,11008,2048,3,15060,0,120231723,120246783,120.247,2.802,0.763,0,0
layout,Layout2_rowblocked_weights,1,4,11008,2048,3,0,4425557,126491118,130916675,130.917,3.050,0.831,0,0
layout,Layout3_packed_rhs_rowblocked_weights,1,4,11008,2048,3,15060,4425557,126475391,130916009,130.916,3.050,0.831,0,0
layout,Layout0_no_packing,2,4,11008,2048,3,0,0,122942196,122942196,122.942,2.865,0.780,0,0
layout,Layout1_packed_rhs,2,4,11008,2048,3,14840,0,122922236,122937077,122.937,2.864,0.780,0,0
layout,Layout2_rowblocked_weights,2,4,11008,2048,3,0,23206195,85993929,109200124,109.200,2.544,0.693,0,0
layout,Layout3_packed_rhs_rowblocked_weights,2,4,11008,2048,3,14840,23206195,86084176,109305211,109.305,2.547,0.694,0,0
layout,Layout0_no_packing,4,4,11008,2048,3,0,0,109843379,109843379,109.843,2.559,0.697,0,0
layout,Layout1_packed_rhs,4,4,11008,2048,3,15047,0,106978119,106993165,106.993,2.493,0.679,0,0
layout,Layout2_rowblocked_weights,4,4,11008,2048,3,0,27764959,65693675,93458634,93.459,2.178,0.593,0,0
layout,Layout3_packed_rhs_rowblocked_weights,4,4,11008,2048,3,15047,27764959,65826869,93606874,93.607,2.181,0.594,0,0
layout,Layout0_no_packing,8,4,11008,2048,3,0,0,103587384,103587384,103.587,2.414,0.657,0,0
layout,Layout1_packed_rhs,8,4,11008,2048,3,14787,0,102585695,102600482,102.600,2.391,0.651,0,0
layout,Layout2_rowblocked_weights,8,4,11008,2048,3,0,22385466,55574485,77959951,77.960,1.817,0.495,0,0
layout,Layout3_packed_rhs_rowblocked_weights,8,4,11008,2048,3,14787,22385466,55637718,78037971,78.038,1.818,0.495,0,0
layout,Layout0_no_packing,16,4,11008,2048,3,0,0,99887862,99887862,99.888,2.327,0.634,0,0
layout,Layout1_packed_rhs,16,4,11008,2048,3,14847,0,99577522,99592368,99.592,2.321,0.632,0,0
layout,Layout2_rowblocked_weights,16,4,11008,2048,3,0,22353653,50813647,73167300,73.167,1.705,0.464,0,0
layout,Layout3_packed_rhs_rowblocked_weights,16,4,11008,2048,3,14847,22353653,50880687,73249186,73.249,1.707,0.465,0,0
kind,plan,R,T,n,rows,repeats,C_pack_rhs_ns,C_pack_weight_once_ns,C_kernel_ns,C_total_ns,C_total_ms,C8_C1,speedup_vs_old_T8,ratio_vs_old_T8,max_abs,max_rel
t8_plan,native_T8_no_pack,1,8,11008,2048,3,0,0,246154267,246154267,246.154,5.736,1.285,0.778,0,0
t8_plan,native_T8_packed_rhs,1,8,11008,2048,3,29467,0,228846860,228876327,228.876,5.333,1.382,0.724,0,0
t8_plan,native_T8_rowblocked_weights,1,8,11008,2048,3,0,4453751,237428301,241882051,241.882,5.636,1.307,0.765,0,0
t8_plan,native_T8_packed_rhs_rowblocked_weights,1,8,11008,2048,3,29467,4453751,222308445,226791662,226.792,5.284,1.394,0.717,0,0
t8_plan,composed_2xT4_no_pack,1,8,11008,2048,3,0,0,240341635,240341635,240.342,5.600,1.316,0.760,0,0
t8_plan,composed_2xT4_packed_rhs,1,8,11008,2048,3,28287,0,241104657,241132944,241.133,5.619,1.312,0.762,0,0
t8_plan,composed_2xT4_rowblocked_weights,1,8,11008,2048,3,0,4453751,253153705,257607456,257.607,6.002,1.228,0.815,0,0
t8_plan,composed_2xT4_packed_rhs_rowblocked_weights,1,8,11008,2048,3,28287,4453751,253576880,258058917,258.059,6.013,1.225,0.816,0,0
t8_plan,native_T8_no_pack,2,8,11008,2048,3,0,0,202735246,202735246,202.735,4.724,1.560,0.641,0,0
t8_plan,native_T8_packed_rhs,2,8,11008,2048,3,29793,0,187914765,187944558,187.945,4.379,1.683,0.594,0,0
t8_plan,native_T8_rowblocked_weights,2,8,11008,2048,3,0,23264955,147867903,171132858,171.133,3.987,1.848,0.541,0,0
t8_plan,native_T8_packed_rhs_rowblocked_weights,2,8,11008,2048,3,29793,23264955,140281492,163576240,163.576,3.811,1.933,0.517,0,0
t8_plan,composed_2xT4_no_pack,2,8,11008,2048,3,0,0,208200179,208200179,208.200,4.851,1.519,0.658,0,0
t8_plan,composed_2xT4_packed_rhs,2,8,11008,2048,3,28260,0,207454104,207482365,207.482,4.834,1.524,0.656,0,0
t8_plan,composed_2xT4_rowblocked_weights,2,8,11008,2048,3,0,23264955,172015967,195280922,195.281,4.550,1.619,0.617,0,0
t8_plan,composed_2xT4_packed_rhs_rowblocked_weights,2,8,11008,2048,3,28260,23264955,172390201,195683417,195.683,4.560,1.616,0.619,0,0
t8_plan,native_T8_no_pack,4,8,11008,2048,3,0,0,165386532,165386532,165.387,3.854,1.912,0.523,0,0
t8_plan,native_T8_packed_rhs,4,8,11008,2048,3,29613,0,151410252,151439865,151.440,3.529,2.088,0.479,0,0
t8_plan,native_T8_rowblocked_weights,4,8,11008,2048,3,0,27585332,103579759,131165091,131.165,3.056,2.411,0.415,0,0
t8_plan,native_T8_packed_rhs_rowblocked_weights,4,8,11008,2048,3,29613,27585332,99358469,126973414,126.973,2.959,2.491,0.401,0,0
t8_plan,composed_2xT4_no_pack,4,8,11008,2048,3,0,0,180344741,180344741,180.345,4.202,1.754,0.570,0,0
t8_plan,composed_2xT4_packed_rhs,4,8,11008,2048,3,28360,0,174774474,174802834,174.803,4.073,1.809,0.553,0,0
t8_plan,composed_2xT4_rowblocked_weights,4,8,11008,2048,3,0,27585332,131498152,159083484,159.083,3.707,1.988,0.503,0,0
t8_plan,composed_2xT4_packed_rhs_rowblocked_weights,4,8,11008,2048,3,28360,27585332,131560292,159173984,159.174,3.709,1.987,0.503,0,0
t8_plan,native_T8_no_pack,8,8,11008,2048,3,0,0,141954877,141954877,141.955,3.308,2.228,0.449,0,0
t8_plan,native_T8_packed_rhs,8,8,11008,2048,3,29693,0,137231659,137261352,137.261,3.198,2.304,0.434,0,0
t8_plan,native_T8_rowblocked_weights,8,8,11008,2048,3,0,22433513,81309939,103743452,103.743,2.417,3.048,0.328,0,0
t8_plan,native_T8_packed_rhs_rowblocked_weights,8,8,11008,2048,3,29693,22433513,78781667,101244873,101.245,2.359,3.124,0.320,0,0
t8_plan,composed_2xT4_no_pack,8,8,11008,2048,3,0,0,170156970,170156970,170.157,3.965,1.859,0.538,0,0
t8_plan,composed_2xT4_packed_rhs,8,8,11008,2048,3,27587,0,167787265,167814851,167.815,3.910,1.885,0.531,0,0
t8_plan,composed_2xT4_rowblocked_weights,8,8,11008,2048,3,0,22433513,111162690,133596203,133.596,3.113,2.367,0.422,0,0
t8_plan,composed_2xT4_packed_rhs_rowblocked_weights,8,8,11008,2048,3,27587,22433513,111251311,133712410,133.712,3.116,2.365,0.423,0,0
t8_plan,native_T8_no_pack,16,8,11008,2048,3,0,0,130805951,130805951,130.806,3.048,2.418,0.414,0,0
t8_plan,native_T8_packed_rhs,16,8,11008,2048,3,29774,0,128491532,128521306,128.521,2.995,2.461,0.406,0,0
t8_plan,native_T8_rowblocked_weights,16,8,11008,2048,3,0,22448840,70592434,93041274,93.041,2.168,3.399,0.294,0,0
t8_plan,native_T8_packed_rhs_rowblocked_weights,16,8,11008,2048,3,29774,22448840,68930910,91409524,91.410,2.130,3.460,0.289,0,0
t8_plan,composed_2xT4_no_pack,16,8,11008,2048,3,0,0,162591739,162591739,162.592,3.788,1.945,0.514,0,0
t8_plan,composed_2xT4_packed_rhs,16,8,11008,2048,3,27833,0,161884905,161912738,161.913,3.773,1.953,0.512,0,0
t8_plan,composed_2xT4_rowblocked_weights,16,8,11008,2048,3,0,22448840,101615595,124064435,124.064,2.891,2.549,0.392,0,0
t8_plan,composed_2xT4_packed_rhs_rowblocked_weights,16,8,11008,2048,3,27833,22448840,101723895,124200568,124.201,2.894,2.546,0.393,0,0
